participant_id,cohort_year,survey_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement
CYC2023202,2023,2024-09-10,18,12th,Multiracial,Female,Harding University High School,Yes,"$40,000-$59,999",7,Yes,College Prep,No,No,20,22,19,21,20,1220,670,550,3.86,5,9,4,Moderate,Limited access,4-year college,23,25,22,22,25,1300,660,640,3.9412281140296415,7,12.24293593766426,6,Trade program,No,NA,4,Probably,3,80,0.08122811402964158,2,2
CYC2023203,2023,2024-10-15,17,12th,Black or African American,Female,Garinger High School,No,"$40,000-$59,999",6,Yes,Career Readiness,Yes,No,17,16,18,15,17,1130,520,610,1.38,7,10,3,None,No reliable access,Trade school,21,20,22,19,23,1110,600,510,1.6456056323550445,9,8.90401951245221,5,Enrolled 4-year,No,NA,4,Definitely Not,4,-20,0.26560563235504464,2,2
CYC2023206,2023,2024-10-04,18,12th,Multiracial,Female,Myers Park High School,No,"$25,000-$39,999",6,No,Career Readiness,Yes,No,15,18,15,15,13,740,340,400,2.59,3,0,1,Limited,Good access,4-year college,18,18,15,17,17,870,390,480,3.289552611750254,7,3.1380330331619994,3,Enrolled 2-year,Yes,6200,4,Probably,3,130,0.6995526117502542,4,2
CYC2023207,2023,2024-10-11,16,10th,Hispanic/Latino,Male,Butler High School,No,"Under $25,000",2,No,College Prep,Yes,Yes,23,20,25,23,24,930,430,500,3.34,8,8,7,None,Good access,4-year college,25,25,22,28,23,1020,530,490,3.7039778061320194,10,7.560657436217756,10,Enrolled 4-year,No,NA,5,Definitely,2,90,0.3639778061320196,2,3
CYC2023208,2023,2024-08-19,15,9th,Asian,Female,North Mecklenburg High School,Yes,"$60,000-$79,999",1,No,Dual Track,Yes,N/A,15,15,16,19,17,1340,720,620,1.34,3,7,7,Limited,Limited access,4-year college,17,15,14,18,15,1500,740,760,2.1579532405594897,3,9.033854198755748,9,Enrolled 4-year,Yes,1200,3,Probably,2,160,0.8179532405594896,0,2
CYC2023210,2023,2024-09-27,18,12th,Hispanic/Latino,Male,Providence High School,Yes,"Under $25,000",7,Yes,Intensive Support,Yes,Yes,14,13,12,13,14,1010,520,490,1.78,5,1,2,Limited,Good access,Work,20,21,18,19,22,1050,520,530,2.0348993879309196,7,2.9072574339045683,4,Enrolled 4-year,No,NA,5,Definitely,6,40,0.2548993879309196,2,2
CYC2023211,2023,2024-08-09,18,12th,Black or African American,Female,Butler High School,No,"Under $25,000",3,Yes,College Prep,No,Yes,23,22,22,23,22,1090,520,570,2.2,7,7,7,Limited,Limited access,Community college,26,27,25,25,24,1180,610,570,1.9718646862424163,9,8.727710483841628,10,Enrolled 4-year,Yes,14300,3,Definitely,3,90,-0.2281353137575839,2,3
CYC2023212,2023,2024-08-23,17,12th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",5,Yes,Dual Track,No,No,13,16,14,12,10,770,380,390,1.35,10,8,2,Moderate,Limited access,4-year college,17,16,16,18,19,850,380,470,1.734734650921182,10,13.548106813890243,2,Enrolled 4-year,Yes,9800,5,Definitely,4,80,0.384734650921182,0,0
CYC2023213,2023,2024-08-13,17,11th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",1,Yes,Career Readiness,Yes,N/A,15,12,15,13,13,1090,510,580,2.8,10,6,10,Limited,Limited access,4-year college,17,15,18,18,17,1140,610,530,2.62936436066607,10,8.65550629777601,10,Enrolled 2-year,No,NA,5,Maybe,2,50,-0.17063563933392967,0,0
CYC2023214,2023,2024-08-31,18,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",8,No,College Prep,Yes,No,15,14,17,15,12,850,440,410,2.96,5,7,6,Limited,Limited access,4-year college,16,16,13,15,18,950,460,490,3.2734789892503238,6,11.146152882807453,9,Trade program,No,NA,4,Probably,1,100,0.3134789892503238,1,3
CYC2023216,2023,2024-08-12,16,11th,Multiracial,Male,Independence High School,No,"$25,000-$39,999",4,Unknown,Career Readiness,No,No,19,19,20,18,21,910,480,430,1.63,4,2,6,None,Limited access,Community college,21,22,21,22,20,1070,540,530,1.648903340970751,7,7.608343952107587,7,Enrolled 4-year,Yes,6700,4,Definitely,2,160,0.01890334097075108,3,1
CYC2023217,2023,2024-09-30,17,12th,Black or African American,Male,Mallard Creek High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,N/A,20,22,19,19,23,880,410,470,1.33,2,6,7,Moderate,Limited access,Military,23,23,20,22,24,900,470,430,1.9888871189419288,6,7.932981125398906,8,Gap year,Yes,11200,3,Definitely Not,3,20,0.6588871189419288,4,1
CYC2023218,2023,2024-09-13,17,12th,Asian,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,No,29,32,26,29,27,1050,550,500,2.66,10,4,9,Moderate,Limited access,Trade school,30,28,27,33,28,1100,510,590,2.805487291789288,10,8.366812786141733,9,Gap year,Yes,12000,3,Definitely,1,50,0.145487291789288,0,0
