participant_id,cohort_year,enrollment_date,survey_date,completion_status,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs,cohort_year_pre,age_at_enrollment_pre,grade_level_pre,race_ethnicity_pre,gender_pre,high_school_pre,title_1_school_pre,family_income_range_pre,household_size_pre,first_generation_college_pre,program_track_pre,transportation_barrier_pre,childcare_needs_pre,act_composite_pre,act_english_pre,act_math_pre,act_reading_pre,act_science_pre,sat_total_pre,sat_math_pre,sat_verbal_pre,gpa_pre,college_readiness_self_rating,study_hours_per_week,career_confidence_rating,academic_support_at_home,technology_access,post_secondary_plan,cohort_year_post,age_at_enrollment_post,grade_level_post,race_ethnicity_post,gender_post,high_school_post,title_1_school_post,family_income_range_post,household_size_post,first_generation_college_post,program_track_post,transportation_barrier_post,childcare_needs_post,act_composite_pre_post,act_english_pre_post,act_math_pre_post,act_reading_pre_post,act_science_pre_post,sat_total_pre_post,sat_math_pre_post,sat_verbal_pre_post,gpa_pre_post,college_readiness_self_rating_post,study_hours_per_week_post,career_confidence_rating_post,academic_support_at_home_post,technology_access_post,post_secondary_plan_post,act_composite_post,act_english_post,act_math_post,act_reading_post,act_science_post,sat_total_post,sat_math_post,sat_verbal_post,gpa_post,college_readiness_self_rating_post_post,study_hours_per_week_post_post,career_confidence_rating_post_post,post_secondary_enrollment,scholarship_received,scholarship_amount,program_satisfaction,would_recommend,act_improvement,sat_improvement,gpa_improvement,readiness_improvement,career_confidence_improvement,program_duration_days,race_ethnicity_std,income_level,academic_level_pre,act_met_improvement_goal,sat_met_improvement_goal,gpa_met_improvement_goal
CYC2021105,2021,2021-09-26,2021-10-03,Completed,17,12th,Black or African American,Male,Providence High School,No,"Under $25,000",2,Yes,Intensive Support,No,No,2021,17,12th,Black or African American,Male,Providence High School,No,"Under $25,000",2,Yes,Intensive Support,No,No,16,13,13,15,14,1040,510,530,2.73,10,14,1,None,Good access,Work,2021,17,12th,Black or African American,Male,Providence High School,No,"Under $25,000",2,Yes,Intensive Support,No,No,16,13,13,15,14,1040,510,530,2.73,10,14,1,None,Good access,Work,18,19,15,21,17,1130,590,540,3.018105222069093,10,16.17934696863554,4,Trade program,No,NA,4,Definitely,2,90,0.28810522206909317,0,3,318,Black/African American,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2021106,2021,2021-09-28,2021-09-28,Did Not Complete,16,11th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",2,Yes,Intensive Support,Yes,No,2021,16,11th,Hispanic/Latino,Male,Independence High School,Yes,"Under $25,000",2,Yes,Intensive Support,Yes,No,15,15,17,17,18,720,380,340,1.56,1,13,3,Limited,No reliable access,Undecided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Low Income,Developing,FALSE,FALSE,FALSE
CYC2021107,2021,2021-08-21,2021-08-24,Did Not Complete,17,11th,Hispanic/Latino,Female,Independence High School,Yes,"$60,000-$79,999",6,Yes,College Prep,Yes,No,2021,17,11th,Hispanic/Latino,Female,Independence High School,Yes,"$60,000-$79,999",6,Yes,College Prep,Yes,No,20,17,22,20,21,980,460,520,1.25,4,2,2,Moderate,No reliable access,Community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Middle Income,Proficient,FALSE,FALSE,FALSE
CYC2021108,2021,2021-08-23,2021-08-24,Completed,18,12th,Multiracial,Non-binary,Harding University High School,Yes,"$25,000-$39,999",4,No,College Prep,No,Yes,2021,18,12th,Multiracial,Non-binary,Harding University High School,Yes,"$25,000-$39,999",4,No,College Prep,No,Yes,19,17,20,18,21,1160,630,530,3.4,4,13,7,Limited,Limited access,Trade school,2021,18,12th,Multiracial,Non-binary,Harding University High School,Yes,"$25,000-$39,999",4,No,College Prep,No,Yes,19,17,20,18,21,1160,630,530,3.4,4,13,7,Limited,Limited access,Trade school,21,22,23,20,20,1210,600,610,3.77446871025332,7,16.905020095162513,9,Enrolled 2-year,No,NA,4,Probably,2,50,0.3744687102533204,3,2,312,Other/Multiracial,Low Income,Proficient,TRUE,FALSE,TRUE
CYC2021109,2021,2021-09-12,2021-09-24,Completed,17,11th,Asian,Female,Vance High School,Yes,"$25,000-$39,999",4,No,Career Readiness,No,No,2021,17,11th,Asian,Female,Vance High School,Yes,"$25,000-$39,999",4,No,Career Readiness,No,No,10,7,7,10,7,940,500,440,2.3,2,4,6,Moderate,Limited access,Trade school,2021,17,11th,Asian,Female,Vance High School,Yes,"$25,000-$39,999",4,No,Career Readiness,No,No,10,7,7,10,7,940,500,440,2.3,2,4,6,Moderate,Limited access,Trade school,14,13,16,17,15,980,450,530,2.571239456347122,5,11.611424187614636,8,Enrolled 4-year,No,NA,4,Probably,4,40,0.2712394563471223,3,2,313,Asian,Low Income,Developing,TRUE,FALSE,TRUE
CYC2021110,2021,2021-09-21,2021-10-05,Completed,17,11th,Hispanic/Latino,Female,West Charlotte High School,Yes,"$80,000-$99,999",4,Yes,Intensive Support,Yes,No,2021,17,11th,Hispanic/Latino,Female,West Charlotte High School,Yes,"$80,000-$99,999",4,Yes,Intensive Support,Yes,No,19,22,19,22,19,940,470,470,3.33,2,3,7,None,Limited access,4-year college,2021,17,11th,Hispanic/Latino,Female,West Charlotte High School,Yes,"$80,000-$99,999",4,Yes,Intensive Support,Yes,No,19,22,19,22,19,940,470,470,3.33,2,3,7,None,Limited access,4-year college,21,21,22,22,22,1050,530,520,3.981616270136223,2,3.85433188951063,8,Enrolled 4-year,No,NA,4,Definitely,2,110,0.6516162701362229,0,1,308,Hispanic/Latino,Higher Income,Developing,TRUE,TRUE,TRUE
CYC2021111,2021,2021-09-09,2021-09-18,Completed,17,11th,Hispanic/Latino,Male,Garinger High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No,2021,17,11th,Hispanic/Latino,Male,Garinger High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No,15,17,14,15,14,820,440,380,2.91,4,9,7,None,Limited access,4-year college,2021,17,11th,Hispanic/Latino,Male,Garinger High School,Yes,"Under $25,000",2,Yes,Career Readiness,No,No,15,17,14,15,14,820,440,380,2.91,4,9,7,None,Limited access,4-year college,18,20,16,18,17,950,450,500,3.0051105876194115,6,13.131094566675598,10,Enrolled 4-year,Yes,6700,5,Definitely,3,130,0.09511058761941138,2,3,360,Hispanic/Latino,Low Income,Developing,TRUE,TRUE,FALSE
CYC2021112,2021,2021-09-26,2021-10-10,Completed,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",5,Yes,Career Readiness,No,No,2021,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",5,Yes,Career Readiness,No,No,22,22,18,23,25,1120,580,540,1.69,9,8,3,None,Good access,Military,2021,16,11th,Hispanic/Latino,Female,Charlotte Catholic High School,Yes,"$60,000-$79,999",5,Yes,Career Readiness,No,No,22,22,18,23,25,1120,580,540,1.69,9,8,3,None,Good access,Military,24,22,23,26,22,1310,710,600,1.7053024265416432,10,11.957500338361276,4,Enrolled 4-year,No,NA,5,Definitely,2,190,0.01530242654164326,1,1,314,Hispanic/Latino,Middle Income,Proficient,TRUE,TRUE,FALSE
CYC2021113,2021,2021-10-10,2021-10-17,Completed,15,10th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,2021,15,10th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,17,20,14,17,20,600,320,280,1.63,2,8,8,Limited,Good access,4-year college,2021,15,10th,White,Female,Butler High School,Yes,"Under $25,000",4,Yes,College Prep,No,No,17,20,14,17,20,600,320,280,1.63,2,8,8,Limited,Good access,4-year college,20,21,20,21,18,720,390,330,2.1153756063208977,5,10.717424222339089,10,Military,Yes,14400,3,Probably,3,120,0.4853756063208978,3,2,362,White,Low Income,Developing,TRUE,TRUE,TRUE
CYC2021114,2021,2021-09-16,2021-09-19,Did Not Complete,16,11th,White,Female,Myers Park High School,Yes,"Under $25,000",5,Yes,Dual Track,Yes,No,2021,16,11th,White,Female,Myers Park High School,Yes,"Under $25,000",5,Yes,Dual Track,Yes,No,17,19,14,15,20,970,530,440,2.71,7,4,2,None,Limited access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,Low Income,Developing,FALSE,FALSE,FALSE
CYC2021115,2021,2021-09-26,2021-09-29,Completed,16,11th,Black or African American,Female,Rocky River High School,No,"Under $25,000",3,No,Career Readiness,Yes,No,2021,16,11th,Black or African American,Female,Rocky River High School,No,"Under $25,000",3,No,Career Readiness,Yes,No,24,27,23,27,26,760,390,370,1,8,0,9,Moderate,No reliable access,Community college,2021,16,11th,Black or African American,Female,Rocky River High School,No,"Under $25,000",3,No,Career Readiness,Yes,No,24,27,23,27,26,760,390,370,1,8,0,9,Moderate,No reliable access,Community college,25,27,25,23,26,820,440,380,1.2422689772973858,8,2.484979432591802,10,Enrolled 2-year,No,NA,5,Definitely,1,60,0.24226897729738583,0,1,387,Black/African American,Low Income,Proficient,FALSE,FALSE,FALSE
CYC2021116,2021,2021-10-01,2021-10-01,Completed,15,10th,Hispanic/Latino,Male,Vance High School,No,"Under $25,000",6,Yes,College Prep,Yes,No,2021,15,10th,Hispanic/Latino,Male,Vance High School,No,"Under $25,000",6,Yes,College Prep,Yes,No,21,22,18,23,18,1160,570,590,1.88,8,13,6,None,No reliable access,4-year college,2021,15,10th,Hispanic/Latino,Male,Vance High School,No,"Under $25,000",6,Yes,College Prep,Yes,No,21,22,18,23,18,1160,570,590,1.88,8,13,6,None,No reliable access,4-year college,22,20,20,25,23,1180,580,600,1.91377038243666,10,17.13287285138957,6,Enrolled 2-year,Yes,6800,4,Probably,1,20,0.03377038243666019,2,0,385,Hispanic/Latino,Low Income,Proficient,FALSE,FALSE,FALSE
CYC2021117,2021,2021-08-20,2021-08-31,Completed,15,9th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,Yes,2021,15,9th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,Yes,18,17,17,20,20,830,380,450,3.74,4,5,1,Limited,Limited access,4-year college,2021,15,9th,Hispanic/Latino,Male,Hopewell High School,Yes,"Under $25,000",4,Yes,Career Readiness,No,Yes,18,17,17,20,20,830,380,450,3.74,4,5,1,Limited,Limited access,4-year college,24,23,26,22,26,960,520,440,3.8760809605114663,3,10.31511470335079,5,Enrolled 4-year,No,NA,4,Probably,6,130,0.13608096051146612,-1,4,349,Hispanic/Latino,Low Income,Developing,TRUE,TRUE,FALSE
CYC2021118,2021,2021-08-17,2021-08-26,Completed,14,9th,Black or African American,Male,West Charlotte High School,Yes,"$25,000-$39,999",2,No,College Prep,No,No,2021,14,9th,Black or African American,Male,West Charlotte High School,Yes,"$25,000-$39,999",2,No,College Prep,No,No,12,15,12,12,13,1190,640,550,2.91,7,13,7,None,Limited access,Military,2021,14,9th,Black or African American,Male,West Charlotte High School,Yes,"$25,000-$39,999",2,No,College Prep,No,No,12,15,12,12,13,1190,640,550,2.91,7,13,7,None,Limited access,Military,12,12,13,15,10,1330,650,680,2.9872455711035393,10,16.143491059046255,10,Enrolled 4-year,No,NA,5,Definitely,0,140,0.07724557110353913,3,3,373,Black/African American,Low Income,Proficient,FALSE,TRUE,FALSE
CYC2021119,2021,2021-10-04,2021-10-18,Completed,18,12th,Black or African American,Male,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,2021,18,12th,Black or African American,Male,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,25,28,24,28,22,980,510,470,2.73,6,8,8,Moderate,No reliable access,Community college,2021,18,12th,Black or African American,Male,Olympic High School,No,"Under $25,000",3,Yes,Career Readiness,No,No,25,28,24,28,22,980,510,470,2.73,6,8,8,Moderate,No reliable access,Community college,28,29,30,31,30,1100,590,510,3.103873388724717,7,14.060232325021747,8,Enrolled 4-year,No,NA,2,Definitely,3,120,0.373873388724717,1,0,296,Black/African American,Low Income,High Achieving,TRUE,TRUE,TRUE
CYC2021120,2021,2021-09-29,2021-09-30,Did Not Complete,17,12th,Hispanic/Latino,Male,Myers Park High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,No,2021,17,12th,Hispanic/Latino,Male,Myers Park High School,Yes,"$25,000-$39,999",5,Yes,Career Readiness,No,No,23,25,24,27,21,1050,570,480,2.39,4,3,3,None,No reliable access,Military,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Low Income,Proficient,FALSE,FALSE,FALSE
CYC2021121,2021,2021-08-15,2021-08-28,Completed,16,11th,Hispanic/Latino,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No,2021,16,11th,Hispanic/Latino,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No,24,24,24,28,27,1020,500,520,1.16,8,13,2,Limited,Good access,Community college,2021,16,11th,Hispanic/Latino,Male,Julius Chambers High School,No,"$25,000-$39,999",3,Yes,College Prep,Yes,No,24,24,24,28,27,1020,500,520,1.16,8,13,2,Limited,Good access,Community college,27,26,25,27,29,1060,550,510,1.789738673621302,7,16.69499528221638,6,Enrolled 2-year,No,NA,2,Definitely,3,40,0.6297386736213022,-1,4,302,Hispanic/Latino,Low Income,Proficient,TRUE,FALSE,TRUE
CYC2021122,2021,2021-09-13,2021-09-26,Completed,17,11th,Hispanic/Latino,Male,Independence High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,N/A,2021,17,11th,Hispanic/Latino,Male,Independence High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,N/A,19,22,17,22,19,980,530,450,1.56,8,7,2,Limited,Good access,4-year college,2021,17,11th,Hispanic/Latino,Male,Independence High School,Yes,"$25,000-$39,999",1,Yes,Career Readiness,Yes,N/A,19,22,17,22,19,980,530,450,1.56,8,7,2,Limited,Good access,4-year college,22,23,22,25,20,1100,560,540,1.9615127988302028,10,10.95011223113935,3,Gap year,No,NA,5,Definitely,3,120,0.40151279883020274,2,1,320,Hispanic/Latino,Low Income,Developing,TRUE,TRUE,TRUE
CYC2021123,2021,2021-09-30,2021-10-06,Did Not Complete,17,12th,Hispanic/Latino,Male,Hopewell High School,No,"$60,000-$79,999",3,Unknown,Intensive Support,Yes,No,2021,17,12th,Hispanic/Latino,Male,Hopewell High School,No,"$60,000-$79,999",3,Unknown,Intensive Support,Yes,No,18,18,19,22,20,940,520,420,4,3,9,7,Strong,No reliable access,Community college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic/Latino,Middle Income,Developing,FALSE,FALSE,FALSE
CYC2021124,2021,2021-08-30,2021-09-05,Completed,18,12th,Hispanic/Latino,Male,Garinger High School,Yes,"$60,000-$79,999",4,Unknown,College Prep,Yes,No,2021,18,12th,Hispanic/Latino,Male,Garinger High School,Yes,"$60,000-$79,999",4,Unknown,College Prep,Yes,No,14,17,10,14,11,700,370,330,3.71,1,10,3,Strong,Limited access,Community college,2021,18,12th,Hispanic/Latino,Male,Garinger High School,Yes,"$60,000-$79,999",4,Unknown,College Prep,Yes,No,14,17,10,14,11,700,370,330,3.71,1,10,3,Strong,Limited access,Community college,17,19,16,17,15,780,360,420,4,3,13.840863834622022,6,Enrolled 2-year,Yes,10700,5,Probably,3,80,0.29000000000000004,2,3,393,Hispanic/Latino,Middle Income,Developing,TRUE,TRUE,TRUE
CYC2021125,2021,2021-08-20,2021-08-26,Did Not Complete,17,12th,Native American,Male,Providence High School,Yes,"$40,000-$59,999",4,No,College Prep,Yes,N/A,2021,17,12th,Native American,Male,Providence High School,Yes,"$40,000-$59,999",4,No,College Prep,Yes,N/A,16,14,12,17,19,1150,530,620,3.64,4,9,1,None,No reliable access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other/Multiracial,Middle Income,Proficient,FALSE,FALSE,FALSE
CYC2021126,2021,2021-09-02,2021-09-08,Completed,17,11th,Black or African American,Female,Olympic High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,2021,17,11th,Black or African American,Female,Olympic High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,18,20,14,17,21,930,440,490,3.79,2,9,1,Strong,Good access,4-year college,2021,17,11th,Black or African American,Female,Olympic High School,No,"$60,000-$79,999",4,Yes,College Prep,No,No,18,20,14,17,21,930,440,490,3.79,2,9,1,Strong,Good access,4-year college,22,20,22,20,22,1030,490,540,4,4,9.383412338504122,2,Working,Yes,1200,2,Probably,4,100,0.20999999999999996,2,1,367,Black/African American,Middle Income,Developing,TRUE,TRUE,FALSE
CYC2021127,2021,2021-09-29,2021-10-11,Completed,18,12th,Black or African American,Male,West Charlotte High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,2021,18,12th,Black or African American,Male,West Charlotte High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,15,16,15,18,15,950,520,430,2.2,4,6,3,Limited,Limited access,4-year college,2021,18,12th,Black or African American,Male,West Charlotte High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No,15,16,15,18,15,950,520,430,2.2,4,6,3,Limited,Limited access,4-year college,18,17,18,16,20,1010,480,530,2.7031183520184268,7,9.459959726173697,4,Trade program,Yes,8500,2,Maybe,3,60,0.5031183520184266,3,1,300,Black/African American,Low Income,Developing,TRUE,FALSE,TRUE
CYC2021128,2021,2021-10-13,2021-10-25,Did Not Complete,18,12th,White,Female,South Mecklenburg High School,Yes,"$25,000-$39,999",6,No,Career Readiness,Yes,No,2021,18,12th,White,Female,South Mecklenburg High School,Yes,"$25,000-$39,999",6,No,Career Readiness,Yes,No,19,21,16,23,22,800,410,390,2.23,5,9,9,Limited,Limited access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,Low Income,Developing,FALSE,FALSE,FALSE
CYC2021129,2021,2021-10-01,2021-10-08,Completed,16,11th,Black or African American,Non-binary,Providence High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,2021,16,11th,Black or African American,Non-binary,Providence High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,16,15,18,17,14,720,350,370,2.11,4,2,1,None,Good access,Undecided,2021,16,11th,Black or African American,Non-binary,Providence High School,Yes,"$60,000-$79,999",3,Yes,College Prep,Yes,No,16,15,18,17,14,720,350,370,2.11,4,2,1,None,Good access,Undecided,18,19,16,19,17,760,380,380,2.1833545367238996,8,6.393200588256162,3,Enrolled 4-year,Yes,1000,4,Definitely,2,40,0.07335453672389969,4,2,348,Black/African American,Middle Income,Developing,TRUE,FALSE,FALSE
CYC2021130,2021,2021-08-28,2021-08-28,Completed,15,10th,Hispanic/Latino,Male,Julius Chambers High School,No,"Under $25,000",2,Yes,Intensive Support,No,Yes,2021,15,10th,Hispanic/Latino,Male,Julius Chambers High School,No,"Under $25,000",2,Yes,Intensive Support,No,Yes,18,19,19,16,21,1320,690,630,3.16,7,9,5,Strong,Limited access,Undecided,2021,15,10th,Hispanic/Latino,Male,Julius Chambers High School,No,"Under $25,000",2,Yes,Intensive Support,No,Yes,18,19,19,16,21,1320,690,630,3.16,7,9,5,Strong,Limited access,Undecided,22,22,22,24,24,1400,680,720,3.600040230064246,10,14.638396045987246,6,Enrolled 2-year,Yes,4500,5,Definitely,4,80,0.4400402300642456,3,1,300,Hispanic/Latino,Low Income,High Achieving,TRUE,TRUE,TRUE
CYC2021131,2021,2021-10-12,2021-10-18,Completed,18,12th,Hispanic/Latino,Male,Harding University High School,No,"$60,000-$79,999",5,Yes,Career Readiness,Yes,No,2021,18,12th,Hispanic/Latino,Male,Harding University High School,No,"$60,000-$79,999",5,Yes,Career Readiness,Yes,No,22,25,19,24,25,790,400,390,2.72,4,0,3,Moderate,No reliable access,Military,2021,18,12th,Hispanic/Latino,Male,Harding University High School,No,"$60,000-$79,999",5,Yes,Career Readiness,Yes,No,22,25,19,24,25,790,400,390,2.72,4,0,3,Moderate,No reliable access,Military,26,24,23,24,26,970,510,460,3.047976780935011,8,0.4356978185466791,5,Enrolled 4-year,No,NA,4,Definitely,4,180,0.3279767809350109,4,2,331,Hispanic/Latino,Middle Income,Proficient,TRUE,TRUE,TRUE
CYC2021132,2021,2021-10-15,2021-10-25,Completed,17,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",2,Yes,Dual Track,No,No,2021,17,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",2,Yes,Dual Track,No,No,19,22,18,22,18,1030,480,550,2.31,8,6,2,Limited,Limited access,Community college,2021,17,12th,Asian,Male,Mallard Creek High School,No,"Under $25,000",2,Yes,Dual Track,No,No,19,22,18,22,18,1030,480,550,2.31,8,6,2,Limited,Limited access,Community college,22,21,24,24,21,1070,510,560,2.291419203030637,10,11.888634539289798,5,Gap year,Yes,11600,5,Definitely,3,40,-0.01858079696936299,2,3,335,Asian,Low Income,Proficient,TRUE,FALSE,FALSE
CYC2021133,2021,2021-09-01,2021-09-08,Did Not Complete,16,11th,White,Male,Charlotte Catholic High School,Yes,"Under $25,000",3,No,Dual Track,Yes,No,2021,16,11th,White,Male,Charlotte Catholic High School,Yes,"Under $25,000",3,No,Dual Track,Yes,No,13,16,11,17,16,870,480,390,1.33,1,8,4,Moderate,Good access,4-year college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,Low Income,Developing,FALSE,FALSE,FALSE
CYC2021134,2021,2021-09-21,2021-10-03,Completed,15,9th,Black or African American,Male,Myers Park High School,Yes,"Under $25,000",3,No,Career Readiness,No,N/A,2021,15,9th,Black or African American,Male,Myers Park High School,Yes,"Under $25,000",3,No,Career Readiness,No,N/A,14,12,14,15,13,970,450,520,2.19,6,5,10,Limited,Good access,4-year college,2021,15,9th,Black or African American,Male,Myers Park High School,Yes,"Under $25,000",3,No,Career Readiness,No,N/A,14,12,14,15,13,970,450,520,2.19,6,5,10,Limited,Good access,4-year college,19,17,16,20,21,1040,530,510,2.65308533066832,8,7.301001066529736,10,Trade program,Yes,11000,4,Definitely,5,70,0.46308533066832025,2,0,338,Black/African American,Low Income,Developing,TRUE,TRUE,TRUE
CYC2021135,2021,2021-09-10,2021-09-18,Completed,17,11th,Asian,Female,North Mecklenburg High School,Yes,"Under $25,000",5,Yes,Dual Track,No,Yes,2021,17,11th,Asian,Female,North Mecklenburg High School,Yes,"Under $25,000",5,Yes,Dual Track,No,Yes,22,24,19,22,25,810,430,380,1.73,3,19,2,None,Limited access,Community college,2021,17,11th,Asian,Female,North Mecklenburg High School,Yes,"Under $25,000",5,Yes,Dual Track,No,Yes,22,24,19,22,25,810,430,380,1.73,3,19,2,None,Limited access,Community college,27,25,29,29,29,880,400,480,2.2248770451216924,5,23.88508072800508,3,Enrolled 2-year,No,NA,4,Probably,5,70,0.4948770451216924,2,1,362,Asian,Low Income,Proficient,TRUE,TRUE,TRUE
CYC2021136,2021,2021-10-14,2021-10-17,Completed,16,11th,White,Female,Rocky River High School,No,"Under $25,000",2,Yes,Dual Track,No,N/A,2021,16,11th,White,Female,Rocky River High School,No,"Under $25,000",2,Yes,Dual Track,No,N/A,13,15,11,15,12,870,390,480,3.9,7,3,3,Moderate,Limited access,Community college,2021,16,11th,White,Female,Rocky River High School,No,"Under $25,000",2,Yes,Dual Track,No,N/A,13,15,11,15,12,870,390,480,3.9,7,3,3,Moderate,Limited access,Community college,17,15,18,15,19,1010,540,470,4,10,8.185066199756958,6,Enrolled 4-year,Yes,5700,4,Probably,4,140,0.10000000000000007,3,3,305,White,Low Income,Developing,TRUE,TRUE,FALSE
CYC2021137,2021,2021-10-07,2021-10-16,Completed,14,9th,Multiracial,Male,Butler High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A,2021,14,9th,Multiracial,Male,Butler High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A,12,9,8,14,13,980,520,460,1.52,10,16,7,Limited,Good access,4-year college,2021,14,9th,Multiracial,Male,Butler High School,Yes,"$40,000-$59,999",5,Yes,Career Readiness,No,N/A,12,9,8,14,13,980,520,460,1.52,10,16,7,Limited,Good access,4-year college,17,15,14,18,18,1100,500,600,2.103126131659467,10,18.278725561689907,10,Enrolled 2-year,No,NA,3,Maybe,5,120,0.5831261316594669,0,3,348,Other/Multiracial,Middle Income,Developing,TRUE,TRUE,TRUE
CYC2021138,2021,2021-09-05,2021-09-08,Completed,17,11th,White,Female,Olympic High School,No,"$80,000-$99,999",4,Yes,Dual Track,Yes,No,2021,17,11th,White,Female,Olympic High School,No,"$80,000-$99,999",4,Yes,Dual Track,Yes,No,19,20,20,21,21,880,450,430,3.27,10,1,3,Moderate,Limited access,Undecided,2021,17,11th,White,Female,Olympic High School,No,"$80,000-$99,999",4,Yes,Dual Track,Yes,No,19,20,20,21,21,880,450,430,3.27,10,1,3,Moderate,Limited access,Undecided,19,18,17,22,21,930,500,430,3.5315140134288505,9,7.536609368667127,5,Enrolled 4-year,No,NA,5,Definitely,0,50,0.2615140134288505,-1,2,375,White,Higher Income,Developing,FALSE,FALSE,TRUE
CYC2021139,2021,2021-09-20,2021-09-29,Completed,15,9th,Black or African American,Female,Providence High School,No,"$25,000-$39,999",2,No,College Prep,Yes,No,2021,15,9th,Black or African American,Female,Providence High School,No,"$25,000-$39,999",2,No,College Prep,Yes,No,16,19,18,14,14,850,450,400,2.39,1,12,3,Moderate,No reliable access,Military,2021,15,9th,Black or African American,Female,Providence High School,No,"$25,000-$39,999",2,No,College Prep,Yes,No,16,19,18,14,14,850,450,400,2.39,1,12,3,Moderate,No reliable access,Military,20,22,22,22,21,920,470,450,2.6599946029284545,3,12.206129162210368,6,Enrolled 4-year,Yes,3800,4,Probably,4,70,0.26999460292845434,2,3,381,Black/African American,Low Income,Developing,TRUE,TRUE,TRUE
