participant_id,cohort_year,total_sessions_offered,sessions_attended,sessions_excused,sessions_absent,attendance_rate,total_hours,avg_session_length,test_prep_sessions,college_planning_sessions,tutoring_sessions,program_start_date,program_end_date,consistent_attendance,high_engagement,engagement_level
CYC2020199,2020,30,25,1,4,83.3,52.5,2.1,5,2,4,2020-09-22,2021-04-13,TRUE,FALSE,Moderate Engagement
CYC2020200,2020,31,26,1,4,83.9,59,2.3,6,4,3,2020-10-01,2021-04-29,TRUE,FALSE,Moderate Engagement
CYC2020201,2020,29,23,0,6,79.3,49,2.1,4,4,1,2020-09-21,2021-04-05,TRUE,FALSE,Low Engagement
CYC2020202,2020,33,23,2,8,69.7,47,2,6,3,2,2020-08-31,2021-04-12,FALSE,FALSE,Low Engagement
CYC2020203,2020,33,25,2,6,75.8,54,2.2,7,3,3,2020-09-20,2021-05-02,TRUE,FALSE,Moderate Engagement
CYC2020204,2020,30,17,3,10,56.7,34,2,4,3,2,2020-08-28,2021-03-19,FALSE,FALSE,Low Engagement
CYC2020205,2020,35,28,0,7,80,60.5,2.2,3,2,11,2020-08-31,2021-04-26,TRUE,TRUE,Moderate Engagement
CYC2020206,2020,32,20,3,9,62.5,39.5,2,5,1,3,2020-09-17,2021-04-22,FALSE,FALSE,Low Engagement
CYC2020207,2020,33,27,2,4,81.8,59.5,2.2,2,8,5,2020-08-15,2021-03-27,TRUE,FALSE,Moderate Engagement
CYC2020208,2020,29,20,5,4,69,42.5,2.1,5,1,2,2020-10-12,2021-04-26,FALSE,FALSE,Low Engagement
CYC2020209,2020,30,22,2,6,73.3,46,2.1,0,3,3,2020-09-16,2021-04-07,FALSE,FALSE,Low Engagement
CYC2020210,2020,35,24,1,10,68.6,55,2.3,2,4,5,2020-08-16,2021-04-11,FALSE,FALSE,Low Engagement
CYC2020211,2020,31,25,0,6,80.6,54,2.2,3,5,3,2020-09-06,2021-04-04,TRUE,FALSE,Moderate Engagement
CYC2020212,2020,35,29,1,5,82.9,62.5,2.2,3,7,5,2020-08-25,2021-04-20,TRUE,TRUE,Moderate Engagement
CYC2020213,2020,36,28,1,7,77.8,62.5,2.2,5,2,4,2020-08-20,2021-04-22,TRUE,TRUE,Moderate Engagement
CYC2021001,2021,34,28,1,5,82.4,57.5,2.1,3,2,2,2021-10-05,2022-05-24,TRUE,FALSE,Moderate Engagement
CYC2021002,2021,36,30,1,5,83.3,64.5,2.1,2,4,4,2021-09-30,2022-06-02,TRUE,TRUE,Moderate Engagement
CYC2021003,2021,30,24,1,5,80,53,2.2,6,3,3,2021-09-03,2022-03-25,TRUE,FALSE,Moderate Engagement
CYC2021004,2021,34,24,1,9,70.6,51,2.1,4,8,1,2021-09-01,2022-04-20,FALSE,FALSE,Moderate Engagement
CYC2021005,2021,36,31,1,4,86.1,63.5,2,5,2,5,2021-09-23,2022-05-26,TRUE,TRUE,Moderate Engagement
CYC2021006,2021,29,23,0,6,79.3,47,2,3,6,2,2021-09-06,2022-03-21,TRUE,FALSE,Low Engagement
CYC2021007,2021,35,28,1,6,80,61,2.2,7,1,5,2021-10-01,2022-05-27,TRUE,TRUE,Moderate Engagement
CYC2021008,2021,28,22,0,6,78.6,51,2.3,6,3,4,2021-10-10,2022-04-17,TRUE,FALSE,Moderate Engagement
CYC2021009,2021,30,25,0,5,83.3,53,2.1,1,3,5,2021-10-10,2022-05-01,TRUE,FALSE,Moderate Engagement
CYC2021010,2021,29,16,1,12,55.2,33.5,2.1,2,2,3,2021-08-23,2022-03-07,FALSE,FALSE,Low Engagement
CYC2021011,2021,30,22,1,7,73.3,49,2.2,2,6,3,2021-09-19,2022-04-10,FALSE,FALSE,Low Engagement
CYC2021012,2021,31,27,1,3,87.1,58,2.1,3,2,5,2021-09-27,2022-04-25,TRUE,FALSE,Moderate Engagement
CYC2021013,2021,29,20,3,6,69,44.5,2.2,2,2,3,2021-09-10,2022-03-25,FALSE,FALSE,Low Engagement
CYC2021014,2021,35,23,5,7,65.7,50.5,2.2,3,4,5,2021-09-18,2022-05-14,FALSE,FALSE,Low Engagement
CYC2021015,2021,34,25,1,8,73.5,57,2.3,3,6,2,2021-08-25,2022-04-13,FALSE,FALSE,Moderate Engagement
CYC2021016,2021,32,25,2,5,78.1,53.5,2.1,4,0,1,2021-09-26,2022-05-01,TRUE,FALSE,Moderate Engagement
CYC2021017,2021,31,23,2,6,74.2,49.5,2.2,2,4,1,2021-10-06,2022-05-04,FALSE,FALSE,Low Engagement
CYC2021018,2021,29,22,0,7,75.9,45,2,1,2,1,2021-10-02,2022-04-16,TRUE,FALSE,Low Engagement
CYC2021019,2021,28,24,1,3,85.7,49.5,2.1,2,0,5,2021-09-30,2022-04-07,TRUE,FALSE,Low Engagement
CYC2021020,2021,32,24,1,7,75,53.5,2.2,1,1,3,2021-08-23,2022-03-28,TRUE,FALSE,Moderate Engagement
CYC2021021,2021,28,24,3,1,85.7,52,2.2,4,5,4,2021-10-03,2022-04-10,TRUE,FALSE,Moderate Engagement
CYC2021022,2021,30,26,0,4,86.7,55.5,2.1,4,4,5,2021-09-16,2022-04-07,TRUE,FALSE,Moderate Engagement
CYC2021023,2021,31,27,0,4,87.1,55.5,2.1,5,2,3,2021-10-03,2022-05-01,TRUE,FALSE,Moderate Engagement
CYC2021024,2021,33,21,1,11,63.6,47.5,2.3,3,5,3,2021-09-15,2022-04-27,FALSE,FALSE,Low Engagement
CYC2021025,2021,34,22,1,11,64.7,49.5,2.2,4,4,2,2021-10-03,2022-05-22,FALSE,FALSE,Low Engagement
CYC2021026,2021,31,27,2,2,87.1,56.5,2.1,6,5,5,2021-09-23,2022-04-21,TRUE,FALSE,Moderate Engagement
CYC2021027,2021,30,22,1,7,73.3,47.5,2.2,2,5,5,2021-09-16,2022-04-07,FALSE,FALSE,Low Engagement
CYC2021028,2021,31,23,1,7,74.2,49.5,2.2,2,7,3,2021-10-15,2022-05-13,FALSE,FALSE,Low Engagement
CYC2021029,2021,36,25,2,9,69.4,54.5,2.2,5,4,3,2021-08-30,2022-05-02,FALSE,FALSE,Low Engagement
CYC2021030,2021,34,28,4,2,82.4,58.5,2.1,3,4,3,2021-08-18,2022-04-06,TRUE,FALSE,Moderate Engagement
CYC2021031,2021,36,29,0,7,80.6,62,2.1,1,7,3,2021-09-28,2022-05-31,TRUE,TRUE,Moderate Engagement
CYC2021032,2021,31,24,1,6,77.4,48,2,3,3,3,2021-08-15,2022-03-13,TRUE,FALSE,Low Engagement
CYC2021033,2021,32,21,3,8,65.6,43.5,2.1,1,7,2,2021-09-30,2022-05-05,FALSE,FALSE,Low Engagement
CYC2021034,2021,35,29,2,4,82.9,57,2,5,9,2,2021-09-04,2022-04-30,TRUE,FALSE,Moderate Engagement
CYC2021035,2021,29,19,2,8,65.5,41,2.2,1,8,4,2021-10-13,2022-04-27,FALSE,FALSE,Low Engagement
CYC2021036,2021,33,25,0,8,75.8,53.5,2.1,3,2,4,2021-08-21,2022-04-02,TRUE,FALSE,Moderate Engagement
CYC2021037,2021,29,21,3,5,72.4,46.5,2.2,1,3,4,2021-09-21,2022-04-05,FALSE,FALSE,Low Engagement
CYC2021038,2021,28,18,2,8,64.3,39.5,2.2,0,3,2,2021-09-27,2022-04-04,FALSE,FALSE,Low Engagement
CYC2021039,2021,33,26,2,5,78.8,57,2.2,1,6,2,2021-08-22,2022-04-03,TRUE,FALSE,Moderate Engagement
CYC2021040,2021,31,21,2,8,67.7,45.5,2.2,6,2,1,2021-10-06,2022-05-04,FALSE,FALSE,Low Engagement
CYC2021041,2021,30,26,0,4,86.7,57,2.2,4,4,4,2021-09-24,2022-04-15,TRUE,FALSE,Moderate Engagement
CYC2021042,2021,35,24,0,11,68.6,51.5,2.1,5,3,2,2021-09-24,2022-05-20,FALSE,FALSE,Low Engagement
CYC2021043,2021,36,28,1,7,77.8,61.5,2.2,1,3,4,2021-08-21,2022-04-23,TRUE,TRUE,Moderate Engagement
CYC2021044,2021,28,24,0,4,85.7,55.5,2.3,6,5,5,2021-09-24,2022-04-01,TRUE,FALSE,Moderate Engagement
CYC2021045,2021,29,20,1,8,69,41.5,2.1,1,1,5,2021-10-03,2022-04-17,FALSE,FALSE,Low Engagement
CYC2021046,2021,32,22,1,9,68.8,42,1.9,3,5,6,2021-10-10,2022-05-15,FALSE,FALSE,Low Engagement
CYC2021047,2021,29,23,1,5,79.3,51.5,2.2,2,5,2,2021-10-04,2022-04-18,TRUE,FALSE,Moderate Engagement
CYC2021048,2021,35,23,4,8,65.7,51,2.2,2,3,5,2021-10-07,2022-06-02,FALSE,FALSE,Low Engagement
CYC2021049,2021,30,24,1,5,80,51.5,2.1,5,2,2,2021-10-11,2022-05-02,TRUE,FALSE,Moderate Engagement
CYC2021050,2021,31,26,2,3,83.9,56.5,2.2,1,3,9,2021-09-21,2022-04-19,TRUE,FALSE,Moderate Engagement
CYC2021051,2021,35,31,0,4,88.6,64.5,2.1,5,3,7,2021-10-10,2022-06-05,TRUE,TRUE,Moderate Engagement
CYC2021052,2021,31,22,1,8,71,46,2.1,7,2,5,2021-08-17,2022-03-15,FALSE,FALSE,Low Engagement
CYC2021053,2021,31,16,3,12,51.6,36,2.2,2,3,4,2021-08-24,2022-03-22,FALSE,FALSE,Low Engagement
CYC2021054,2021,28,18,2,8,64.3,42.5,2.4,2,1,0,2021-10-10,2022-04-17,FALSE,FALSE,Low Engagement
CYC2021055,2021,32,22,2,8,68.8,51.5,2.3,4,4,2,2021-09-27,2022-05-02,FALSE,FALSE,Low Engagement
CYC2021056,2021,31,27,3,1,87.1,56,2.1,4,2,5,2021-09-29,2022-04-27,TRUE,FALSE,Moderate Engagement
CYC2021057,2021,34,27,0,7,79.4,59.5,2.2,6,1,2,2021-09-08,2022-04-27,TRUE,FALSE,Moderate Engagement
CYC2021058,2021,36,27,3,6,75,60,2.2,2,5,4,2021-08-30,2022-05-02,TRUE,TRUE,Moderate Engagement
CYC2021059,2021,29,24,0,5,82.8,50.5,2.1,4,6,3,2021-09-27,2022-04-11,TRUE,FALSE,Moderate Engagement
CYC2021060,2021,35,29,1,5,82.9,62,2.1,4,5,3,2021-09-08,2022-05-04,TRUE,TRUE,Moderate Engagement
CYC2021061,2021,33,23,1,9,69.7,50,2.2,5,3,0,2021-10-07,2022-05-19,FALSE,FALSE,Low Engagement
CYC2021062,2021,35,26,2,7,74.3,54.5,2.1,3,4,1,2021-10-09,2022-06-04,FALSE,FALSE,Moderate Engagement
CYC2021063,2021,32,24,5,3,75,54.5,2.3,2,0,4,2021-08-15,2022-03-20,TRUE,FALSE,Moderate Engagement
CYC2021064,2021,34,25,2,7,73.5,55.5,2.2,4,6,4,2021-09-30,2022-05-19,FALSE,FALSE,Moderate Engagement
CYC2021065,2021,29,24,2,3,82.8,57.5,2.4,4,3,3,2021-09-07,2022-03-22,TRUE,FALSE,Moderate Engagement
CYC2021066,2021,34,28,2,4,82.4,58.5,2.1,1,6,7,2021-09-05,2022-04-24,TRUE,FALSE,Moderate Engagement
CYC2021067,2021,28,24,0,4,85.7,51,2.1,1,0,4,2021-08-29,2022-03-06,TRUE,FALSE,Moderate Engagement
CYC2021068,2021,33,27,1,5,81.8,55,2,2,2,6,2021-08-23,2022-04-04,TRUE,FALSE,Moderate Engagement
CYC2021069,2021,34,29,2,3,85.3,66.5,2.3,4,1,5,2021-08-18,2022-04-06,TRUE,TRUE,Moderate Engagement
CYC2021070,2021,30,24,1,5,80,52,2.2,6,2,5,2021-09-19,2022-04-10,TRUE,FALSE,Moderate Engagement
CYC2021071,2021,30,24,0,6,80,53,2.2,1,7,2,2021-09-06,2022-03-28,TRUE,FALSE,Moderate Engagement
CYC2021072,2021,36,27,3,6,75,58.5,2.2,6,2,2,2021-09-29,2022-06-01,TRUE,FALSE,Moderate Engagement
CYC2021073,2021,29,26,0,3,89.7,55,2.1,3,6,4,2021-09-18,2022-04-02,TRUE,FALSE,Moderate Engagement
CYC2021074,2021,31,23,3,5,74.2,52.5,2.3,6,3,4,2021-10-04,2022-05-02,FALSE,FALSE,Moderate Engagement
CYC2021075,2021,34,29,3,2,85.3,62.5,2.2,5,3,5,2021-09-24,2022-05-13,TRUE,TRUE,Moderate Engagement
CYC2021076,2021,31,22,4,5,71,45,2,4,4,2,2021-09-24,2022-04-22,FALSE,FALSE,Low Engagement
CYC2021077,2021,33,26,2,5,78.8,56.5,2.2,5,2,2,2021-09-23,2022-05-05,TRUE,FALSE,Moderate Engagement
CYC2021078,2021,36,28,1,7,77.8,57.5,2.1,6,4,2,2021-09-22,2022-05-25,TRUE,FALSE,Moderate Engagement
CYC2021079,2021,30,20,1,9,66.7,43.5,2.2,4,1,0,2021-10-08,2022-04-29,FALSE,FALSE,Low Engagement
CYC2021080,2021,30,22,0,8,73.3,46,2.1,3,4,2,2021-09-04,2022-03-26,FALSE,FALSE,Low Engagement
CYC2021081,2021,33,25,4,4,75.8,54,2.2,2,5,2,2021-09-19,2022-05-01,TRUE,FALSE,Moderate Engagement
CYC2021082,2021,34,28,0,6,82.4,62,2.2,6,4,8,2021-09-27,2022-05-16,TRUE,TRUE,Moderate Engagement
CYC2021083,2021,35,28,2,5,80,57.5,2.1,2,4,4,2021-08-18,2022-04-13,TRUE,FALSE,Moderate Engagement
CYC2021084,2021,28,18,2,8,64.3,40,2.2,2,0,1,2021-09-27,2022-04-04,FALSE,FALSE,Low Engagement
CYC2021085,2021,34,26,2,6,76.5,56.5,2.2,6,4,1,2021-09-20,2022-05-09,TRUE,FALSE,Moderate Engagement
CYC2021086,2021,30,26,1,3,86.7,57.5,2.2,4,3,3,2021-09-27,2022-04-18,TRUE,FALSE,Moderate Engagement
CYC2021087,2021,35,29,1,5,82.9,60.5,2.1,4,3,3,2021-09-16,2022-05-12,TRUE,TRUE,Moderate Engagement
CYC2021088,2021,32,22,3,7,68.8,51,2.3,2,1,5,2021-08-19,2022-03-24,FALSE,FALSE,Low Engagement
CYC2021089,2021,36,26,3,7,72.2,53.5,2.1,5,3,2,2021-09-05,2022-05-08,FALSE,FALSE,Moderate Engagement
CYC2021090,2021,32,23,0,9,71.9,49,2.1,0,4,1,2021-08-22,2022-03-27,FALSE,FALSE,Low Engagement
CYC2021091,2021,32,27,0,5,84.4,57.5,2.1,5,8,4,2021-09-07,2022-04-12,TRUE,FALSE,Moderate Engagement
CYC2021092,2021,32,24,2,6,75,49.5,2.1,2,7,3,2021-09-18,2022-04-23,TRUE,FALSE,Low Engagement
CYC2021093,2021,29,22,1,6,75.9,50.5,2.3,5,6,2,2021-10-05,2022-04-19,TRUE,FALSE,Moderate Engagement
CYC2021094,2021,36,27,2,7,75,62,2.3,5,6,1,2021-08-21,2022-04-23,TRUE,TRUE,Moderate Engagement
CYC2021095,2021,29,21,2,6,72.4,48.5,2.3,2,4,6,2021-08-21,2022-03-05,FALSE,FALSE,Low Engagement
CYC2021096,2021,29,21,3,5,72.4,43.5,2.1,3,3,4,2021-09-10,2022-03-25,FALSE,FALSE,Low Engagement
CYC2021097,2021,36,30,2,4,83.3,66.5,2.2,8,5,4,2021-08-25,2022-04-27,TRUE,TRUE,Moderate Engagement
CYC2021098,2021,33,26,5,2,78.8,53.5,2.1,1,5,3,2021-09-22,2022-05-04,TRUE,FALSE,Moderate Engagement
CYC2021099,2021,33,29,0,4,87.9,58.5,2,5,1,7,2021-09-03,2022-04-15,TRUE,FALSE,Moderate Engagement
CYC2021100,2021,29,15,2,12,51.7,33.5,2.2,4,1,3,2021-09-10,2022-03-25,FALSE,FALSE,Low Engagement
CYC2021101,2021,31,26,3,2,83.9,55.5,2.1,2,5,4,2021-09-26,2022-04-24,TRUE,FALSE,Moderate Engagement
CYC2021102,2021,31,21,2,8,67.7,45,2.1,6,5,2,2021-09-01,2022-03-30,FALSE,FALSE,Low Engagement
CYC2021103,2021,34,22,4,8,64.7,47.5,2.2,2,0,5,2021-09-28,2022-05-17,FALSE,FALSE,Low Engagement
CYC2021104,2021,33,31,0,2,93.9,63.5,2,7,3,3,2021-08-15,2022-03-27,TRUE,TRUE,Moderate Engagement
CYC2021105,2021,34,27,3,4,79.4,59.5,2.2,8,2,2,2021-09-26,2022-05-15,TRUE,FALSE,Moderate Engagement
CYC2021106,2021,35,26,1,8,74.3,54,2.1,2,6,1,2021-09-28,2022-05-24,FALSE,FALSE,Moderate Engagement
CYC2021107,2021,28,21,2,5,75,42,2,1,4,1,2021-08-21,2022-02-26,TRUE,FALSE,Low Engagement
CYC2021108,2021,29,21,3,5,72.4,43.5,2.1,2,0,3,2021-08-23,2022-03-07,FALSE,FALSE,Low Engagement
CYC2021109,2021,32,25,2,5,78.1,53.5,2.1,2,3,5,2021-09-12,2022-04-17,TRUE,FALSE,Moderate Engagement
CYC2021110,2021,32,28,1,3,87.5,61,2.2,7,2,8,2021-09-21,2022-04-26,TRUE,TRUE,Moderate Engagement
CYC2021111,2021,29,23,1,5,79.3,50.5,2.2,9,2,0,2021-09-09,2022-03-24,TRUE,FALSE,Moderate Engagement
CYC2021112,2021,34,27,2,5,79.4,59.5,2.2,5,3,2,2021-09-26,2022-05-15,TRUE,FALSE,Moderate Engagement
CYC2021113,2021,29,25,1,3,86.2,55,2.2,1,2,4,2021-10-10,2022-04-24,TRUE,FALSE,Moderate Engagement
CYC2021114,2021,28,20,1,7,71.4,43,2.1,2,3,3,2021-09-16,2022-03-24,FALSE,FALSE,Low Engagement
CYC2021115,2021,31,19,2,10,61.3,43,2.3,2,2,4,2021-09-26,2022-04-24,FALSE,FALSE,Low Engagement
CYC2021116,2021,36,24,2,10,66.7,50,2.1,10,3,2,2021-10-01,2022-06-03,FALSE,FALSE,Low Engagement
CYC2021117,2021,34,29,2,3,85.3,65,2.2,4,7,4,2021-08-20,2022-04-08,TRUE,TRUE,Moderate Engagement
CYC2021118,2021,32,24,1,7,75,50,2.1,4,3,1,2021-08-17,2022-03-22,TRUE,FALSE,Moderate Engagement
CYC2021119,2021,28,26,0,2,92.9,53.5,2.1,2,2,4,2021-10-04,2022-04-11,TRUE,FALSE,Moderate Engagement
CYC2021120,2021,34,25,0,9,73.5,52,2.1,5,3,8,2021-09-29,2022-05-18,FALSE,FALSE,Moderate Engagement
CYC2021121,2021,28,19,0,9,67.9,41.5,2.2,0,1,4,2021-08-15,2022-02-20,FALSE,FALSE,Low Engagement
CYC2021122,2021,32,26,3,3,81.2,59,2.3,0,3,8,2021-09-13,2022-04-18,TRUE,FALSE,Moderate Engagement
CYC2021123,2021,28,18,3,7,64.3,42,2.3,2,1,3,2021-09-30,2022-04-07,FALSE,FALSE,Low Engagement
CYC2021124,2021,30,22,2,6,73.3,51.5,2.3,2,2,1,2021-08-30,2022-03-21,FALSE,FALSE,Moderate Engagement
CYC2021125,2021,35,20,0,15,57.1,44,2.2,3,1,4,2021-08-20,2022-04-15,FALSE,FALSE,Low Engagement
CYC2021126,2021,33,26,1,6,78.8,57.5,2.2,1,3,6,2021-09-02,2022-04-14,TRUE,FALSE,Moderate Engagement
CYC2021127,2021,28,22,1,5,78.6,49.5,2.2,3,2,3,2021-09-29,2022-04-06,TRUE,FALSE,Low Engagement
CYC2021128,2021,34,23,4,7,67.6,47.5,2.1,5,3,2,2021-10-13,2022-06-01,FALSE,FALSE,Low Engagement
CYC2021129,2021,36,26,0,10,72.2,58,2.2,4,4,3,2021-10-01,2022-06-03,FALSE,FALSE,Moderate Engagement
CYC2021130,2021,32,22,3,7,68.8,47.5,2.2,2,1,7,2021-08-28,2022-04-02,FALSE,FALSE,Low Engagement
CYC2021131,2021,32,24,2,6,75,49,2,6,2,3,2021-10-12,2022-05-17,TRUE,FALSE,Low Engagement
CYC2021132,2021,35,24,3,8,68.6,51.5,2.1,1,5,5,2021-10-15,2022-06-10,FALSE,FALSE,Low Engagement
CYC2021133,2021,31,20,2,9,64.5,44,2.2,3,3,1,2021-09-01,2022-03-30,FALSE,FALSE,Low Engagement
CYC2021134,2021,33,26,2,5,78.8,57.5,2.2,1,5,3,2021-09-21,2022-05-03,TRUE,FALSE,Moderate Engagement
CYC2021135,2021,35,27,1,7,77.1,61.5,2.3,4,1,5,2021-09-10,2022-05-06,TRUE,TRUE,Moderate Engagement
CYC2021136,2021,31,22,0,9,71,46.5,2.1,1,1,1,2021-10-14,2022-05-12,FALSE,FALSE,Low Engagement
CYC2021137,2021,28,22,1,5,78.6,44.5,2,4,5,2,2021-10-07,2022-04-14,TRUE,FALSE,Low Engagement
CYC2021138,2021,35,22,5,8,62.9,48.5,2.2,2,6,1,2021-09-05,2022-05-01,FALSE,FALSE,Low Engagement
CYC2021139,2021,29,22,2,5,75.9,48,2.2,3,4,2,2021-09-20,2022-04-04,TRUE,FALSE,Low Engagement
CYC2021140,2021,30,24,1,5,80,52,2.2,4,4,3,2021-08-19,2022-03-10,TRUE,FALSE,Moderate Engagement
CYC2021141,2021,28,17,4,7,60.7,39.5,2.3,1,2,4,2021-09-19,2022-03-27,FALSE,FALSE,Low Engagement
CYC2021142,2021,33,28,0,5,84.8,61,2.2,5,7,2,2021-09-30,2022-05-12,TRUE,TRUE,Moderate Engagement
CYC2021143,2021,32,25,0,7,78.1,54,2.2,6,2,4,2021-08-15,2022-03-20,TRUE,FALSE,Moderate Engagement
CYC2021144,2021,31,27,1,3,87.1,58,2.1,6,1,4,2021-09-18,2022-04-16,TRUE,FALSE,Moderate Engagement
CYC2021145,2021,28,20,0,8,71.4,43.5,2.2,5,5,4,2021-08-26,2022-03-03,FALSE,FALSE,Low Engagement
CYC2021146,2021,35,24,3,8,68.6,51.5,2.1,3,3,6,2021-09-15,2022-05-11,FALSE,FALSE,Low Engagement
CYC2021147,2021,35,25,1,9,71.4,55,2.2,4,4,8,2021-08-23,2022-04-18,FALSE,FALSE,Moderate Engagement
CYC2021148,2021,32,28,0,4,87.5,58,2.1,4,6,3,2021-10-01,2022-05-06,TRUE,FALSE,Moderate Engagement
CYC2021149,2021,29,22,1,6,75.9,45,2,3,6,2,2021-10-07,2022-04-21,TRUE,FALSE,Low Engagement
CYC2021150,2021,30,21,1,8,70,44,2.1,1,2,3,2021-10-02,2022-04-23,FALSE,FALSE,Low Engagement
CYC2021151,2021,30,23,3,4,76.7,46.5,2,1,3,3,2021-08-22,2022-03-13,TRUE,FALSE,Low Engagement
CYC2021152,2021,30,21,3,6,70,47,2.2,3,3,1,2021-10-08,2022-04-29,FALSE,FALSE,Low Engagement
CYC2021153,2021,32,24,2,6,75,52.5,2.2,5,1,3,2021-10-09,2022-05-14,TRUE,FALSE,Moderate Engagement
CYC2021154,2021,36,30,1,5,83.3,66,2.2,5,3,6,2021-10-02,2022-06-04,TRUE,TRUE,Moderate Engagement
CYC2021155,2021,28,24,1,3,85.7,50,2.1,1,1,5,2021-08-31,2022-03-08,TRUE,FALSE,Moderate Engagement
CYC2021156,2021,36,25,4,7,69.4,49.5,2,2,5,3,2021-10-10,2022-06-12,FALSE,FALSE,Low Engagement
CYC2021157,2021,28,18,3,7,64.3,39.5,2.2,2,2,6,2021-08-24,2022-03-01,FALSE,FALSE,Low Engagement
CYC2021158,2021,33,25,3,5,75.8,54,2.2,2,1,0,2021-09-01,2022-04-13,TRUE,FALSE,Moderate Engagement
CYC2021159,2021,29,26,1,2,89.7,55,2.1,1,3,5,2021-10-01,2022-04-15,TRUE,FALSE,Moderate Engagement
CYC2021160,2021,34,30,2,2,88.2,65,2.2,5,7,5,2021-10-07,2022-05-26,TRUE,TRUE,Moderate Engagement
CYC2021161,2021,34,27,1,6,79.4,58,2.1,4,3,5,2021-09-30,2022-05-19,TRUE,FALSE,Moderate Engagement
CYC2021162,2021,29,22,1,6,75.9,42.5,1.9,5,2,1,2021-09-12,2022-03-27,TRUE,FALSE,Low Engagement
CYC2021163,2021,29,23,2,4,79.3,50.5,2.2,5,3,3,2021-09-06,2022-03-21,TRUE,FALSE,Moderate Engagement
CYC2021164,2021,32,23,2,7,71.9,49,2.1,1,1,4,2021-08-20,2022-03-25,FALSE,FALSE,Low Engagement
CYC2021165,2021,28,23,0,5,82.1,52.5,2.3,6,2,4,2021-09-07,2022-03-15,TRUE,FALSE,Moderate Engagement
CYC2021166,2021,34,23,1,10,67.6,47.5,2.1,7,4,3,2021-09-05,2022-04-24,FALSE,FALSE,Low Engagement
CYC2021167,2021,31,19,3,9,61.3,43,2.3,1,2,3,2021-10-02,2022-04-30,FALSE,FALSE,Low Engagement
CYC2021168,2021,36,27,0,9,75,55.5,2.1,6,1,4,2021-09-12,2022-05-15,TRUE,FALSE,Moderate Engagement
CYC2021169,2021,28,20,2,6,71.4,42.5,2.1,6,1,4,2021-09-11,2022-03-19,FALSE,FALSE,Low Engagement
CYC2021170,2021,30,22,2,6,73.3,47.5,2.2,4,0,6,2021-10-11,2022-05-02,FALSE,FALSE,Low Engagement
CYC2021171,2021,33,21,0,12,63.6,47.5,2.3,3,2,5,2021-09-01,2022-04-13,FALSE,FALSE,Low Engagement
CYC2021172,2021,33,23,1,9,69.7,53,2.3,2,5,5,2021-08-29,2022-04-10,FALSE,FALSE,Low Engagement
CYC2021173,2021,32,26,2,4,81.2,54.5,2.1,3,2,2,2021-08-23,2022-03-28,TRUE,FALSE,Moderate Engagement
CYC2021174,2021,35,24,0,11,68.6,51,2.1,6,3,3,2021-09-08,2022-05-04,FALSE,FALSE,Low Engagement
CYC2021175,2021,35,23,2,10,65.7,52.5,2.3,3,1,3,2021-08-23,2022-04-18,FALSE,FALSE,Low Engagement
CYC2021176,2021,30,23,3,4,76.7,45,2,2,2,2,2021-08-19,2022-03-10,TRUE,FALSE,Low Engagement
CYC2021177,2021,29,22,0,7,75.9,49,2.2,4,4,2,2021-08-18,2022-03-02,TRUE,FALSE,Low Engagement
CYC2021178,2021,28,21,0,7,75,43,2,3,3,3,2021-08-25,2022-03-02,TRUE,FALSE,Low Engagement
CYC2021179,2021,31,24,0,7,77.4,49.5,2.1,3,4,3,2021-08-18,2022-03-16,TRUE,FALSE,Low Engagement
CYC2021180,2021,29,22,2,5,75.9,47.5,2.2,5,4,1,2021-10-01,2022-04-15,TRUE,FALSE,Low Engagement
CYC2021181,2021,34,25,2,7,73.5,56,2.2,3,5,2,2021-10-11,2022-05-30,FALSE,FALSE,Moderate Engagement
CYC2021182,2021,32,26,1,5,81.2,54.5,2.1,3,3,4,2021-10-06,2022-05-11,TRUE,FALSE,Moderate Engagement
CYC2021183,2021,31,22,4,5,71,49,2.2,3,6,2,2021-09-07,2022-04-05,FALSE,FALSE,Low Engagement
CYC2021184,2021,29,22,1,6,75.9,51,2.3,4,2,4,2021-08-28,2022-03-12,TRUE,FALSE,Moderate Engagement
CYC2021185,2021,35,23,2,10,65.7,49,2.1,2,7,2,2021-09-23,2022-05-19,FALSE,FALSE,Low Engagement
CYC2021186,2021,30,20,3,7,66.7,44,2.2,1,6,8,2021-09-23,2022-04-14,FALSE,FALSE,Low Engagement
CYC2021187,2021,30,21,2,7,70,45,2.1,2,2,3,2021-08-24,2022-03-15,FALSE,FALSE,Low Engagement
CYC2021188,2021,30,21,0,9,70,48,2.3,4,0,5,2021-09-30,2022-04-21,FALSE,FALSE,Low Engagement
CYC2021189,2021,29,23,2,4,79.3,51.5,2.2,2,2,4,2021-09-28,2022-04-12,TRUE,FALSE,Moderate Engagement
CYC2021190,2021,34,27,1,6,79.4,51,1.9,0,4,4,2021-10-03,2022-05-22,TRUE,FALSE,Moderate Engagement
CYC2021191,2021,30,24,2,4,80,55,2.3,2,3,3,2021-10-02,2022-04-23,TRUE,FALSE,Moderate Engagement
CYC2021192,2021,33,28,0,5,84.8,62,2.2,4,4,4,2021-10-04,2022-05-16,TRUE,TRUE,Moderate Engagement
CYC2021193,2021,33,24,1,8,72.7,50.5,2.1,4,4,1,2021-08-24,2022-04-05,FALSE,FALSE,Moderate Engagement
